Q,Region,CBA_2016-01,CBT_2016-01,index,CBA_ARScorr,CBT_ARScorr,CBA_2022-12,CBT_2022-12
2014-08-15,pampeana,1366.1084763454912,3328.815534019302,69.8104063627916,954,2324,20419,49754
2014-08-15,patagonia,1422.3866776697025,3935.376729360791,69.8104063627916,993,2747,21260,58820
2014-11-15,cuyo,1227.3627684117912,3184.7771977502325,73.71651429106518,905,2348,18345,47601
2014-11-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,73.71651429106518,1016,2477,20604,50217
2014-11-15,noreste,1232.130273205757,2811.8558949373987,73.71651429106518,908,2073,18416,42027
2014-11-15,noroeste,1197.4449498245592,2708.834587450183,73.71651429106518,883,1997,17898,40488
2014-11-15,pampeana,1366.1084763454912,3328.815534019302,73.71651429106518,1007,2454,20419,49754
2014-11-15,patagonia,1422.3866776697025,3935.376729360791,73.71651429106518,1049,2901,21260,58820
2015-02-15,cuyo,1227.3627684117912,3184.7771977502325,77.72429553997085,954,2475,18345,47601
2015-02-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,77.72429553997085,1071,2611,20604,50217
2015-02-15,noreste,1232.130273205757,2811.8558949373987,77.72429553997085,958,2185,18416,42027
2015-02-15,noroeste,1197.4449498245592,2708.834587450183,77.72429553997085,931,2105,17898,40488
2015-02-15,pampeana,1366.1084763454912,3328.815534019302,77.72429553997085,1062,2587,20419,49754
2015-02-15,patagonia,1422.3866776697025,3935.376729360791,77.72429553997085,1106,3059,21260,58820
2015-05-15,cuyo,1227.3627684117912,3184.7771977502325,82.0519832133,1007,2613,18345,47601
2015-05-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,82.0519832133,1131,2757,20604,50217
2015-05-15,noreste,1232.130273205757,2811.8558949373987,82.0519832133,1011,2307,18416,42027
2015-05-15,noroeste,1197.4449498245592,2708.834587450183,82.0519832133,983,2223,17898,40488
2015-05-15,pampeana,1366.1084763454912,3328.815534019302,82.0519832133,1121,2731,20419,49754
2015-05-15,patagonia,1422.3866776697025,3935.376729360791,82.0519832133,1167,3229,21260,58820
2015-08-15,cuyo,1227.3627684117912,3184.7771977502325,86.52020080775632,1062,2755,18345,47601
2015-08-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,86.52020080775632,1193,2907,20604,50217
2015-08-15,noreste,1232.130273205757,2811.8558949373987,86.52020080775632,1066,2433,18416,42027
2015-08-15,noroeste,1197.4449498245592,2708.834587450183,86.52020080775632,1036,2344,17898,40488
2015-08-15,pampeana,1366.1084763454912,3328.815534019302,86.52020080775632,1182,2880,20419,49754
2015-08-15,patagonia,1422.3866776697025,3935.376729360791,86.52020080775632,1231,3405,21260,58820
2015-11-15,cuyo,1227.3627684117912,3184.7771977502325,92.42820916868264,1134,2944,18345,47601
2015-11-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,92.42820916868264,1274,3105,20604,50217
2015-11-15,noreste,1232.130273205757,2811.8558949373987,92.42820916868264,1139,2599,18416,42027
2015-11-15,noroeste,1197.4449498245592,2708.834587450183,92.42820916868264,1107,2504,17898,40488
2015-11-15,pampeana,1366.1084763454912,3328.815534019302,92.42820916868264,1263,3077,20419,49754
2015-11-15,patagonia,1422.3866776697025,3935.376729360791,92.42820916868264,1315,3637,21260,58820
2016-02-15,cuyo,1227.3627684117912,3184.7771977502325,103.24784844363312,1267,3288,18345,47601
2016-02-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,103.24784844363312,1423,3469,20604,50217
2016-02-15,noreste,1232.130273205757,2811.8558949373987,103.24784844363312,1272,2903,18416,42027
2016-02-15,noroeste,1197.4449498245592,2708.834587450183,103.24784844363312,1236,2797,17898,40488
2016-02-15,pampeana,1366.1084763454912,3328.815534019302,103.24784844363312,1410,3437,20419,49754
2016-02-15,patagonia,1422.3866776697025,3935.376729360791,103.24784844363312,1469,4063,21260,58820
2016-05-15,cuyo,1207.588355126825,3135.6156745226813,115.99376394180683,1401,3637,18049,46867
2016-05-15,gran_buenos_aires,1347.9528975663015,3284.415299869173,115.99376394180683,1564,3810,20147,49091
2016-05-15,noreste,1213.9742041315612,2771.718440991723,115.99376394180683,1408,3215,18145,41428
2016-05-15,noroeste,1183.3120434288564,2678.0781956938413,115.99376394180683,1373,3106,17686,40028
2016-05-15,pampeana,1348.4837987471562,3285.7135765303024,115.99376394180683,1564,3811,20155,49110
2016-05-15,patagonia,1386.0124902643465,3834.531920855467,115.99376394180683,1608,4448,20716,57313
2016-08-15,cuyo,1229.2826025151555,3155.0798502967905,122.73389029083904,1509,3872,18374,47157
2016-08-15,gran_buenos_aires,1372.2387476147305,3302.451505526662,122.73389029083904,1684,4053,20510,49360
2016-08-15,noreste,1232.64368377748,2781.5826864873525,122.73389029083904,1513,3414,18424,41575
2016-08-15,noroeste,1199.3612356345818,2682.4991217775246,122.73389029083904,1472,3292,17926,40094
2016-08-15,pampeana,1365.6404948017207,3286.564673711961,122.73389029083904,1676,4034,20412,49123
2016-08-15,patagonia,1413.6795123161708,3863.9112646738035,122.73389029083904,1735,4742,21130,57752
2016-11-15,cuyo,1218.6070300077283,3127.7430925512504,128.87120799678112,1570,4031,18214,46749
2016-11-15,gran_buenos_aires,1362.840021511635,3284.4444429454343,128.87120799678112,1756,4233,20370,49091
2016-11-15,noreste,1216.909015785943,2746.1463396863387,128.87120799678112,1568,3539,18189,41045
2016-11-15,noroeste,1183.8217925560537,2647.798480861675,128.87120799678112,1526,3412,17694,39575
2016-11-15,pampeana,1355.2477492099297,3266.1450257192278,128.87120799678112,1747,4209,20256,48818
2016-11-15,patagonia,1407.193880574899,3851.0079572799045,128.87120799678112,1813,4963,21033,57559
2017-02-15,cuyo,1203.6458122493514,3105.4067755078086,135.840136892316,1635,4218,17990,46415
2017-02-15,gran_buenos_aires,1346.385531519027,3262.727474095316,135.840136892316,1829,4432,20124,48766
2017-02-15,noreste,1198.3484948228731,2720.2433045816947,135.840136892316,1628,3695,17911,40658
2017-02-15,noroeste,1162.0717687887548,2614.655960208918,135.840136892316,1579,3552,17369,39080
2017-02-15,pampeana,1337.6185771384264,3241.486103923624,135.840136892316,1817,4403,19993,48449
2017-02-15,patagonia,1391.5196929642464,3826.6691157811415,135.840136892316,1890,5198,20798,57195
2017-05-15,cuyo,1196.0904606332922,3117.793909547922,144.74207974882765,1731,4513,17877,46600
2017-05-15,gran_buenos_aires,1337.8487120720165,3277.729681504438,144.74207974882765,1936,4744,19996,48991
2017-05-15,noreste,1193.4827463730285,2737.0401134320714,144.74207974882765,1727,3962,17838,40909
2017-05-15,noroeste,1161.134703311406,2639.639422911073,144.74207974882765,1681,3821,17355,39453
2017-05-15,pampeana,1327.4446533966636,3247.797707293237,144.74207974882765,1921,4701,19841,48543
2017-05-15,patagonia,1377.8492329727608,3834.993739628064,144.74207974882765,1994,5551,20594,57320
2017-08-15,cuyo,1188.8139299287109,3094.8646667091502,151.5372711957803,1801,4690,17769,46257
2017-08-15,gran_buenos_aires,1332.1223344864313,3254.8116039428764,151.5372711957803,2019,4932,19911,48648
2017-08-15,noreste,1183.358566690905,2709.8721907109916,151.5372711957803,1793,4106,17687,40503
2017-08-15,noroeste,1156.5184623196963,2625.2707402916662,151.5372711957803,1753,3978,17286,39239
2017-08-15,pampeana,1322.1842457221924,3230.520652212929,151.5372711957803,2004,4895,19762,48285
2017-08-15,patagonia,1366.2137082114823,3788.9555419632434,151.5372711957803,2070,5742,20420,56632
2017-11-15,cuyo,1187.6908330755823,3119.3055150253517,159.4838297369489,1894,4975,17752,46623
2017-11-15,gran_buenos_aires,1328.4784068132296,3272.1555779518417,159.4838297369489,2119,5219,19856,48907
2017-11-15,noreste,1184.2418002531133,2735.357609512328,159.4838297369489,1889,4362,17700,40884
2017-11-15,noroeste,1157.1695222091057,2649.641877107655,159.4838297369489,1845,4226,17296,39603
2017-11-15,pampeana,1323.120324148412,3258.955839922834,159.4838297369489,2110,5198,19776,48710
2017-11-15,patagonia,1369.4472645698504,3829.5783357646665,159.4838297369489,2184,6108,20468,57239
2018-02-15,cuyo,1179.877537901227,3150.2509510507457,170.58075421572207,2013,5374,17635,47085
2018-02-15,gran_buenos_aires,1319.6557493815844,3312.3201184561563,170.58075421572207,2251,5650,19724,49508
2018-02-15,noreste,1177.493512980798,2767.099763526068,170.58075421572207,2009,4720,17599,41359
2018-02-15,noroeste,1149.2752650970888,2677.805726848834,170.58075421572207,1960,4568,17178,40024
2018-02-15,pampeana,1313.3608346410745,3296.5013415320846,170.58075421572207,2240,5623,19630,49271
2018-02-15,patagonia,1364.4750431528173,3884.1911306391103,170.58075421572207,2328,6626,20394,58055
2018-05-15,cuyo,1169.68723912139,3142.096452839995,184.4180016243092,2157,5795,17483,46963
2018-05-15,gran_buenos_aires,1312.545103502285,3315.8688238460527,184.4180016243092,2421,6115,19618,49561
2018-05-15,noreste,1169.2097104847182,2762.864114906513,184.4180016243092,2156,5095,17476,41295
2018-05-15,noroeste,1136.1865902385962,2662.114090502351,184.4180016243092,2095,4909,16982,39789
2018-05-15,pampeana,1297.8413543329607,3278.7467873644496,184.4180016243092,2393,6047,19398,49006
2018-05-15,patagonia,1352.0028937722493,3875.2064546712772,184.4180016243092,2493,7147,20208,57921
2018-08-15,cuyo,1200.4112303622976,3181.0601997118315,205.4706248352969,2466,6536,17942,47546
2018-08-15,gran_buenos_aires,1339.8219100420404,3336.1249468829174,205.4706248352969,2753,6855,20026,49863
2018-08-15,noreste,1197.761709243477,2790.754103207549,205.4706248352969,2461,5734,17902,41712
2018-08-15,noroeste,1169.6196169448283,2701.8022333624467,205.4706248352969,2403,5551,17482,40383
2018-08-15,pampeana,1328.7006147046686,3308.43822555855,205.4706248352969,2730,6798,19859,49450
2018-08-15,patagonia,1380.0970034988713,3901.034947362996,205.4706248352969,2836,8015,20628,58307
2018-11-15,cuyo,1234.122288019082,3274.492175381872,234.9386709991244,2899,7693,18446,48942
2018-11-15,gran_buenos_aires,1380.1467980838886,3441.1274789440176,234.9386709991244,3242,8085,20628,51433
2018-11-15,noreste,1228.706471075943,2866.930695144929,234.9386709991244,2887,6736,18365,42851
2018-11-15,noroeste,1197.1164271005648,2769.2827133895116,234.9386709991244,2812,6506,17893,41391
2018-11-15,pampeana,1367.4592471712933,3409.4928510043733,234.9386709991244,3213,8010,20439,50960
2018-11-15,patagonia,1422.1971199922398,4019.978447870844,234.9386709991244,3341,9444,21257,60085
2019-02-15,cuyo,1230.9769757821987,3253.790302982328,259.637534515823,3196,8448,18399,48633
2019-02-15,gran_buenos_aires,1384.6710946959595,3438.471240238058,259.637534515823,3595,8928,20696,51393
2019-02-15,noreste,1227.7769622712906,2856.536974805078,259.637534515823,3188,7417,18351,42695
2019-02-15,noroeste,1198.2645793319282,2763.8945546395976,259.637534515823,3111,7176,17910,41311
2019-02-15,pampeana,1371.0179623898655,3404.5808815657706,259.637534515823,3560,8840,20492,50887
2019-02-15,patagonia,1420.5974543381628,4010.731872346642,259.637534515823,3688,10413,21233,59947
2019-05-15,cuyo,1207.3897705026523,3223.715201372841,287.6148874711069,3473,9272,18046,48183
2019-05-15,gran_buenos_aires,1363.1710674825824,3412.410891462219,287.6148874711069,3921,9815,20375,51004
2019-05-15,noreste,1206.9546598565255,2832.3019559488416,287.6148874711069,3471,8146,18040,42333
2019-05-15,noroeste,1181.0586669290117,2743.948925608956,287.6148874711069,3397,7892,17653,41013
2019-05-15,pampeana,1344.6372231962014,3366.0182479455266,287.6148874711069,3867,9681,20098,50310
2019-05-15,patagonia,1392.459419386785,3954.5736018490657,287.6148874711069,4005,11374,20812,59107
2019-08-15,cuyo,1214.3710029012798,3226.1786014240897,315.54807128527204,3832,10180,18151,48220
2019-08-15,gran_buenos_aires,1365.8108840973503,3409.9681242067745,315.54807128527204,4310,10760,20414,50967
2019-08-15,noreste,1220.9401411642993,2852.9223913817573,315.54807128527204,3853,9002,18249,42641
2019-08-15,noroeste,1188.942579162941,2754.37835804536,315.54807128527204,3752,8691,17771,41168
2019-08-15,pampeana,1348.9819530229395,3367.953155811911,315.54807128527204,4257,10628,20163,50339
2019-08-15,patagonia,1413.7952660570245,4010.4590890496106,315.54807128527204,4461,12655,21131,59942
2019-11-15,cuyo,1214.9690081427145,3231.7339329983643,355.8147174920937,4323,11499,18160,48303
2019-11-15,gran_buenos_aires,1360.5916938786102,3401.3946067946836,355.8147174920937,4841,12103,20336,50839
2019-11-15,noreste,1222.3573083371464,2860.2259769148045,355.8147174920937,4349,10177,18270,42750
2019-11-15,noroeste,1189.769496017799,2760.1749209130103,355.8147174920937,4233,9821,17783,41255
2019-11-15,pampeana,1349.630908270016,3369.441154924069,355.8147174920937,4802,11989,20172,50361
2019-11-15,patagonia,1415.594280043555,4015.439531957219,355.8147174920937,5037,14288,21158,60017
2020-02-15,cuyo,1246.739033007723,3224.857179038212,389.8327971329338,4860,12572,18634,48200
2020-02-15,gran_buenos_aires,1400.6653632608095,3408.270899404921,389.8327971329338,5460,13287,20935,50942
2020-02-15,noreste,1254.9753987879155,2857.1103835032263,389.8327971329338,4892,11138,18758,42704
2020-02-15,noroeste,1216.2964544997876,2744.733841241294,389.8327971329338,4742,10700,18179,41024
2020-02-15,pampeana,1389.537088434655,3381.155208477065,389.8327971329338,5417,13181,20769,50537
2020-02-15,patagonia,1455.104306748053,4016.0088646291574,389.8327971329338,5672,15656,21749,60025
2020-05-15,cuyo,1246.0465861156686,3193.8397086648843,412.029042944096,5134,13160,18624,47737
2020-05-15,gran_buenos_aires,1408.7284899311662,3390.093307924038,412.029042944096,5804,13968,21056,50670
2020-05-15,noreste,1254.9337958126232,2827.5965224486367,412.029042944096,5171,11651,18757,42263
2020-05-15,noroeste,1223.985647585833,2733.3956480306474,412.029042944096,5043,11262,18294,40855
2020-05-15,pampeana,1390.1704019504912,3345.4239651939956,412.029042944096,5728,13784,20778,50002
2020-05-15,patagonia,1450.1010927689392,3968.1503308531705,412.029042944096,5975,16350,21674,59310
2020-08-15,cuyo,1232.0688219577094,3186.9755924462734,437.3365963308409,5388,13938,18415,47634
2020-08-15,gran_buenos_aires,1394.6455896307807,3384.3526884120015,437.3365963308409,6099,14801,20845,50584
2020-08-15,noreste,1246.432086638479,2837.7248400079734,437.3365963308409,5451,12410,18630,42414
2020-08-15,noroeste,1211.3039439619572,2733.5283270753266,437.3365963308409,5297,11955,18105,40857
2020-08-15,pampeana,1374.4588876711816,3335.375808492861,437.3365963308409,6011,14587,20543,49852
2020-08-15,patagonia,1442.0276008122246,3975.20034773346,437.3365963308409,6307,17385,21553,59415
2020-11-15,cuyo,1294.653173160637,3305.6733014052566,480.9002178610232,6226,15897,19351,49408
2020-11-15,gran_buenos_aires,1457.0207451623485,3496.784596195939,480.9002178610232,7007,16816,21777,52265
2020-11-15,noreste,1304.9522682906645,2931.765829911132,480.9002178610232,6276,14099,19505,43820
2020-11-15,noroeste,1266.2199178942449,2819.4540476792185,480.9002178610232,6089,13559,18926,42141
2020-11-15,pampeana,1446.8751661031213,3472.462622820487,480.9002178610232,6958,16699,21626,51901
2020-11-15,patagonia,1516.0266392000315,4128.590855114678,480.9002178610232,7291,19854,22659,61708
2021-02-15,cuyo,1297.3871444724437,3269.408598796234,543.6847161392772,7054,17775,19391,48866
2021-02-15,gran_buenos_aires,1467.8319343949581,3478.755204337916,543.6847161392772,7980,18913,21939,51995
2021-02-15,noreste,1318.4993813241874,2922.6747861125427,543.6847161392772,7168,15890,19707,43684
2021-02-15,noroeste,1263.2414729144086,2774.923361560357,543.6847161392772,6868,15087,18881,41475
2021-02-15,pampeana,1451.7557216296398,3440.6622091162512,543.6847161392772,7893,18706,21699,51426
2021-02-15,patagonia,1529.0695176129448,4113.190247973778,543.6847161392772,8313,22363,22854,61478
2021-05-15,cuyo,1288.934495631994,3222.3494464217633,607.2893794978752,7828,19569,19265,48163
2021-05-15,gran_buenos_aires,1465.7853760171954,3444.612810046861,607.2893794978752,8902,20919,21908,51485
2021-05-15,noreste,1313.612166110621,2889.9678775712814,607.2893794978752,7977,17550,19634,43195
2021-05-15,noroeste,1263.386147833763,2754.191542749677,607.2893794978752,7672,16726,18883,41166
2021-05-15,pampeana,1439.5967499561568,3383.078185653711,607.2893794978752,8743,20545,21517,50565
2021-05-15,patagonia,1506.1308243679116,4021.4175121223448,607.2893794978752,9147,24422,22511,60106
2021-08-15,cuyo,1272.9362917791605,3169.538965391867,662.7010332848812,8436,21005,19026,47374
2021-08-15,gran_buenos_aires,1436.5087642938136,3361.322574123473,662.7010332848812,9520,22276,21471,50240
2021-08-15,noreste,1289.4939465974942,2823.9033149314437,662.7010332848812,8545,18714,19273,42208
2021-08-15,noroeste,1246.209148526655,2704.2004836461942,662.7010332848812,8259,17921,18626,40418
2021-08-15,pampeana,1418.2920565139364,3309.24364069594,662.7010332848812,9399,21930,21199,49462
2021-08-15,patagonia,1475.151450539174,3913.9496875246823,662.7010332848812,9776,25938,22048,58500
2021-11-15,cuyo,1267.0540510763817,3138.10545416782,726.4509391643928,9205,22797,18938,46904
2021-11-15,gran_buenos_aires,1419.8450455550483,3303.5183538662823,726.4509391643928,10314,23998,21222,49376
2021-11-15,noreste,1281.9382529213397,2790.3453678359106,726.4509391643928,9313,20270,19161,41706
2021-11-15,noroeste,1236.9683636770071,2667.7829372090687,726.4509391643928,8986,19380,18488,39874
2021-11-15,pampeana,1408.4389427935869,3276.9994169727875,726.4509391643928,10232,23806,21051,48980
2021-11-15,patagonia,1468.1478922384251,3875.8939776538773,726.4509391643928,10665,28156,21944,57931
2022-02-15,cuyo,1227.3627684117912,3184.7771977502325,833.8194084511597,10234,26555,18345,47601
2022-02-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,833.8194084511597,11494,28014,20604,50217
2022-02-15,noreste,1232.130273205757,2811.8558949373987,833.8194084511597,10274,23446,18416,42027
2022-02-15,noroeste,1197.4449498245592,2708.834587450183,833.8194084511597,9985,22587,17898,40488
2022-02-15,pampeana,1366.1084763454912,3328.815534019302,833.8194084511597,11391,27756,20419,49754
2022-02-15,patagonia,1422.3866776697025,3935.376729360791,833.8194084511597,11860,32814,21260,58820
2022-05-15,cuyo,1227.3627684117912,3184.7771977502325,985.9413386701756,12101,31400,18345,47601
2022-05-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,985.9413386701756,13591,33125,20604,50217
2022-05-15,noreste,1232.130273205757,2811.8558949373987,985.9413386701756,12148,27723,18416,42027
2022-05-15,noroeste,1197.4449498245592,2708.834587450183,985.9413386701756,11806,26708,17898,40488
2022-05-15,pampeana,1366.1084763454912,3328.815534019302,985.9413386701756,13469,32820,20419,49754
2022-05-15,patagonia,1422.3866776697025,3935.376729360791,985.9413386701756,14024,38801,21260,58820
2022-08-15,cuyo,1227.3627684117912,3184.7771977502325,1180.0502729017844,14483,37582,18345,47601
2022-08-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,1180.0502729017844,16267,39647,20604,50217
2022-08-15,noreste,1232.130273205757,2811.8558949373987,1180.0502729017844,14540,33181,18416,42027
2022-08-15,noroeste,1197.4449498245592,2708.834587450183,1180.0502729017844,14130,31966,17898,40488
2022-08-15,pampeana,1366.1084763454912,3328.815534019302,1180.0502729017844,16121,39282,20419,49754
2022-08-15,patagonia,1422.3866776697025,3935.376729360791,1180.0502729017844,16785,46439,21260,58820
2022-11-15,cuyo,1227.3627684117912,3184.7771977502325,1411.5197015187096,17324,44954,18345,47601
2022-11-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,1411.5197015187096,19458,47423,20604,50217
2022-11-15,noreste,1232.130273205757,2811.8558949373987,1411.5197015187096,17392,39690,18416,42027
2022-11-15,noroeste,1197.4449498245592,2708.834587450183,1411.5197015187096,16902,38236,17898,40488
2022-11-15,pampeana,1366.1084763454912,3328.815534019302,1411.5197015187096,19283,46987,20419,49754
2022-11-15,patagonia,1422.3866776697025,3935.376729360791,1411.5197015187096,20077,55549,21260,58820
2023-02-15,cuyo,1227.3627684117912,3184.7771977502325,1681.6113808915234,20639,53556,18345,47601
2023-02-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,1681.6113808915234,23181,56498,20604,50217
2023-02-15,noreste,1232.130273205757,2811.8558949373987,1681.6113808915234,20720,47284,18416,42027
2023-02-15,noroeste,1197.4449498245592,2708.834587450183,1681.6113808915234,20136,45552,17898,40488
2023-02-15,pampeana,1366.1084763454912,3328.815534019302,1681.6113808915234,22973,55978,20419,49754
2023-02-15,patagonia,1422.3866776697025,3935.376729360791,1681.6113808915234,23919,66178,21260,58820
2023-05-15,cuyo,1227.3627684117912,3184.7771977502325,1887.6660104013963,23169,60118,18345,47601
2023-05-15,gran_buenos_aires,1378.4918374345125,3359.7448804773067,1887.6660104013963,26021,63421,20604,50217
2023-05-15,noreste,1232.130273205757,2811.8558949373987,1887.6660104013963,23259,53078,18416,42027
2023-05-15,noroeste,1197.4449498245592,2708.834587450183,1887.6660104013963,22604,51134,17898,40488
2023-05-15,pampeana,1366.1084763454912,3328.815534019302,1887.6660104013963,25788,62837,20419,49754
2023-05-15,patagonia,1422.3866776697027,3935.3767293607916,1887.6660104013963,26850,74287,21260,58820
